Age,EducationLevel,FieldOfStudy,InstitutionType,MonthlyIncome,LearningFrequency,PreferredFormats,UsedPlatforms,StudyTime,AttentionSpan,LearningMotivation,LearningChallenges,DeviceUsed,WillingnessToUse,WillingToShareData,ValuableFeatures,MonthlyWillingnessToPay,ContentDeliveryMode,PreferredLanguages,CareAboutCertification,ConvincingFactors,GoalTrackingPreference,TryNewToolsFrequency,OnlineLearningFear,RecommendLikelihood
23,High School,Arts,Traditional College,₹60k–100k,Often,"Group discussions, One-on-one mentoring, Interactive quizzes","Coursera, YouTube, Khan Academy",Afternoon,15–30 mins,Peer pressure,"Hard to understand, Procrastination, Hard to stay focused",Laptop,4,No,"Weekly reports, Mentor guidance, Personalized schedules",791.93,Video only,"Hindi, English, Mix of English + Regional",No,Trial success,Score tracking,Occasionally,Wasting money,4
19,Professional Course,Medical,Traditional College,₹10k–30k,Daily,"Group discussions, Interactive quizzes",None,Random,>60 mins,Certification,"Lack of support, Time management",Mobile,4,Yes,"Peer comparison, Mentor guidance",409.37,Mixed,"English, Regional, Hindi",Yes,Better grades,Score tracking,Often,Not understanding,4
19,High School,Arts,Traditional College,₹60k–100k,Never,"One-on-one mentoring, Interactive quizzes","Khan Academy, Coursera",Morning,45–60 mins,Peer pressure,Time management,Mobile,3,Yes,"Mentor guidance, Gamification, Personalized schedules",182.05,Video only,English,Yes,Better structure,Achievement badges,Occasionally,Too boring,3
20,Professional Course,Science,Self-Learning,₹60k–100k,Occasionally,"Text-based guides, Flashcards, Group discussions","Khan Academy, Udemy",Late night,45–60 mins,Career goals,"Hard to stay focused, Poor content quality",Tablet,5,Yes,"Peer comparison, Personalized schedules, Mentor guidance",535.05,Mixed,Hindi,No,"Trial success, Better structure, App reviews",Score tracking,Always,Not understanding,5
25,Professional Course,Business,Traditional College,< ₹10k,Occasionally,"One-on-one mentoring, Flashcards","BYJU'S, YouTube",Afternoon,>60 mins,Career goals,"Hard to stay focused, Time management",Tablet,3,Yes,"Personalized schedules, Weekly reports, Gamification",696.17,Interactive modules,Regional,Yes,"Better structure, Peer usage, Certifications",Progress bars,Often,Not understanding,2
23,Postgraduate,Business,Self-Learning,₹30k–60k,Rarely,"One-on-one mentoring, Interactive quizzes, Video lectures",YouTube,Random,45–60 mins,Academic success,"Procrastination, Poor content quality, Time management",Laptop,5,Yes,"Adaptive quizzes, Mentor guidance",401.97,Mixed,"Regional, Hindi",Yes,Trial success,Score tracking,Occasionally,Too boring,5
23,Undergraduate,Science,Traditional College,< ₹10k,Occasionally,"One-on-one mentoring, Flashcards",Udemy,Afternoon,<15 mins,Peer pressure,"Lack of support, Time management",Tablet,5,Yes,"Peer comparison, Weekly reports, Personalized schedules",167.15,Text + Video,"English, Hindi",Yes,Certifications,Mentor reviews,Often,Too boring,4
16,Undergraduate,Business,Online University,₹60k–100k,Daily,Interactive quizzes,"YouTube, BYJU'S, None",Random,<15 mins,Parental push,"Poor content quality, Hard to understand, Hard to stay focused",Mobile,3,Yes,Gamification,491.52,Video only,Regional,Yes,Peer usage,Achievement badges,Always,Not finishing,5
23,Postgraduate,Law,Coaching Institute,₹10k–30k,Occasionally,"One-on-one mentoring, Interactive quizzes",YouTube,Morning,>60 mins,Career goals,Time management,Desktop,4,Yes,"Peer comparison, Gamification",445.31,Interactive modules,"English, Hindi, Regional",Yes,"App reviews, Better grades, Better structure",Progress bars,Often,Wasting time,4
21,Undergraduate,Business,Online University,₹10k–30k,Daily,Video lectures,"Unacademy, Coursera, BYJU'S",Afternoon,45–60 mins,Parental push,"Time management, Hard to stay focused, Lack of support",Mobile,3,Yes,"Mentor guidance, Adaptive quizzes, Peer comparison",315.14,Video only,Hindi,Yes,"Better grades, Better structure",Mentor reviews,Often,Not finishing,5
22,Postgraduate,Science,Other,₹60k–100k,Often,"Text-based guides, Video lectures, One-on-one mentoring","YouTube, None, BYJU'S",Random,45–60 mins,Career goals,"Hard to understand, Lack of support, Hard to stay focused",Desktop,5,Yes,"Weekly reports, Adaptive quizzes, Gamification",478.01,Mixed,Mix of English + Regional,Yes,"Better structure, App reviews",Mentor reviews,Rarely,Too boring,4
27,Other,Other,Self-Learning,₹30k–60k,Occasionally,"Group discussions, Video lectures","BYJU'S, Coursera",Late night,15–30 mins,Academic success,"Hard to understand, Poor content quality",Mobile,5,Yes,Personalized schedules,391.72,Interactive modules,"Regional, English",Yes,"Trial success, Peer usage, Certifications",Score tracking,Occasionally,Too boring,3
23,Other,Business,Self-Learning,₹10k–30k,Rarely,"Group discussions, One-on-one mentoring","Coursera, YouTube, BYJU'S",Morning,45–60 mins,Parental push,"Time management, Hard to stay focused, Hard to understand",Laptop,2,Yes,"Adaptive quizzes, Personalized schedules, Gamification",250.68,Mixed,Regional,No,"Trial success, Peer usage, Better grades",Progress bars,Often,Wasting money,3
23,High School,Business,Coaching Institute,₹60k–100k,Occasionally,Text-based guides,"YouTube, None, BYJU'S",Evening,45–60 mins,Peer pressure,"Lack of support, Time management, Hard to stay focused",Tablet,4,Yes,"Weekly reports, Gamification",311.94,AI tutor,"Regional, Mix of English + Regional",Yes,"Trial success, App reviews, Better structure",Mentor reviews,Often,Wasting time,5
19,High School,Medical,Other,₹30k–60k,Often,"Video lectures, Group discussions","YouTube, Khan Academy, Unacademy",Evening,15–30 mins,Career goals,"Poor content quality, Lack of support, Time management",Laptop,4,Yes,"Personalized schedules, Peer comparison",418.03,Text + Video,"Hindi, Mix of English + Regional, Regional",No,"Better structure, Certifications, Better grades",Mentor reviews,Often,Wasting money,4
26,High School,Science,Self-Learning,₹60k–100k,Often,"One-on-one mentoring, Video lectures, Interactive quizzes","YouTube, Unacademy, Khan Academy",Afternoon,>60 mins,Certification,Poor content quality,Desktop,2,No,"Mentor guidance, Peer comparison, Personalized schedules",266.96,Interactive modules,"Mix of English + Regional, Regional, Hindi",Yes,App reviews,Progress bars,Occasionally,Wasting time,4
24,Professional Course,Law,Self-Learning,₹10k–30k,Often,"Text-based guides, One-on-one mentoring","None, YouTube",Afternoon,30–45 mins,Certification,Time management,Desktop,3,Yes,Adaptive quizzes,317.76,Video only,Regional,No,Peer usage,Achievement badges,Occasionally,Not finishing,5
18,Professional Course,Business,Self-Learning,> ₹100k,Often,"One-on-one mentoring, Group discussions, Video lectures","Khan Academy, BYJU'S, Udemy",Morning,15–30 mins,Certification,"Hard to understand, Time management, Lack of support",Laptop,4,Yes,Mentor guidance,341.63,Text + Video,"Hindi, Regional, Mix of English + Regional",Yes,Certifications,Score tracking,Often,Too boring,2
23,High School,Engineering,Other,< ₹10k,Occasionally,"One-on-one mentoring, Text-based guides","BYJU'S, Khan Academy",Morning,>60 mins,Peer pressure,"Hard to understand, Time management, Lack of support",Laptop,3,Yes,"Gamification, Adaptive quizzes",464.61,AI tutor,"Mix of English + Regional, Hindi",Yes,"Certifications, Peer usage",Achievement badges,Occasionally,Wasting time,2
21,Postgraduate,Science,Self-Learning,₹10k–30k,Daily,"Flashcards, Text-based guides, Group discussions","Udemy, Khan Academy, Coursera",Afternoon,30–45 mins,Certification,"Hard to understand, Hard to stay focused, Procrastination",Tablet,4,Yes,"Peer comparison, Personalized schedules, Weekly reports",456.21,AI tutor,Hindi,Yes,"Certifications, Peer usage",Mentor reviews,Occasionally,Wasting money,4
22,Postgraduate,Other,Self-Learning,₹60k–100k,Occasionally,Flashcards,Udemy,Evening,15–30 mins,Curiosity,"Hard to stay focused, Procrastination",Laptop,3,No,"Personalized schedules, Gamification",650.29,Video only,"Regional, English, Hindi",Yes,App reviews,Progress bars,Often,Too boring,5
20,Other,Arts,Coaching Institute,> ₹100k,Daily,Video lectures,"Coursera, Unacademy",Random,>60 mins,Academic success,"Hard to stay focused, Time management, Lack of support",Desktop,4,Yes,Weekly reports,472.66,AI tutor,"Hindi, Regional",Yes,"Certifications, Peer usage",Score tracking,Always,Not understanding,3
16,Professional Course,Other,Other,< ₹10k,Often,Video lectures,Khan Academy,Evening,30–45 mins,Parental push,Time management,Tablet,3,Yes,"Mentor guidance, Peer comparison, Gamification",393.99,Interactive modules,Regional,No,App reviews,Mentor reviews,Often,Wasting time,4
18,Professional Course,Engineering,Self-Learning,₹30k–60k,Occasionally,Video lectures,YouTube,Random,45–60 mins,Peer pressure,"Lack of support, Hard to understand, Procrastination",Mobile,4,Yes,Gamification,478.17,Video only,"English, Regional, Mix of English + Regional",Yes,"Better grades, App reviews, Certifications",Score tracking,Often,Too boring,4
16,Other,Law,Other,< ₹10k,Often,Group discussions,"Udemy, BYJU'S",Evening,>60 mins,Certification,"Time management, Procrastination",Laptop,3,Yes,"Weekly reports, Personalized schedules, Peer comparison",754.96,Video only,"Mix of English + Regional, English",Yes,"Certifications, App reviews, Peer usage",Progress bars,Occasionally,Too boring,5
17,Other,Law,Self-Learning,₹10k–30k,Occasionally,"Video lectures, Interactive quizzes, One-on-one mentoring","Udemy, Unacademy",Evening,>60 mins,Peer pressure,"Poor content quality, Procrastination, Hard to stay focused",Desktop,2,Yes,Personalized schedules,426.93,AI tutor,"Regional, Mix of English + Regional",No,Better structure,Score tracking,Often,Not finishing,4
18,Other,Business,Other,< ₹10k,Rarely,"One-on-one mentoring, Flashcards","Udemy, None, Coursera",Morning,<15 mins,Career goals,"Hard to understand, Procrastination, Hard to stay focused",Laptop,4,Yes,Personalized schedules,8.54,Video only,English,No,"App reviews, Peer usage",Score tracking,Always,Too boring,5
16,High School,Other,Online University,< ₹10k,Often,"Group discussions, Flashcards","Coursera, Unacademy",Evening,>60 mins,Peer pressure,Hard to stay focused,Mobile,4,Yes,"Personalized schedules, Weekly reports",335.4,Text + Video,"English, Hindi",No,"Certifications, Better structure",Progress bars,Rarely,Not finishing,1
16,Postgraduate,Arts,Coaching Institute,₹30k–60k,Occasionally,"Interactive quizzes, Text-based guides","Unacademy, YouTube",Evening,15–30 mins,Parental push,"Lack of support, Hard to stay focused",Mobile,4,Yes,Mentor guidance,204.26,Video only,"English, Hindi",Yes,"Better grades, Peer usage, App reviews",Score tracking,Often,Wasting time,3
22,Undergraduate,Other,Traditional College,< ₹10k,Occasionally,"Video lectures, One-on-one mentoring","Unacademy, Khan Academy",Late night,<15 mins,Career goals,"Hard to understand, Lack of support",Mobile,4,Yes,"Gamification, Adaptive quizzes, Mentor guidance",546.67,Video only,"Mix of English + Regional, English",Yes,"App reviews, Peer usage, Certifications",Score tracking,Occasionally,Wasting money,4
25,Professional Course,Business,Coaching Institute,< ₹10k,Rarely,"One-on-one mentoring, Video lectures",Unacademy,Afternoon,<15 mins,Career goals,"Hard to understand, Hard to stay focused, Time management",Desktop,4,Yes,Adaptive quizzes,426.18,Text + Video,"Mix of English + Regional, English, Regional",Yes,Better grades,Score tracking,Occasionally,Too boring,4
20,Other,Science,Traditional College,₹60k–100k,Daily,"Interactive quizzes, One-on-one mentoring, Flashcards","Coursera, BYJU'S, Udemy",Morning,45–60 mins,Career goals,"Hard to understand, Hard to stay focused, Lack of support",Tablet,3,Yes,"Personalized schedules, Peer comparison",349.61,Mixed,Regional,No,"App reviews, Better structure",Achievement badges,Often,Not understanding,2
24,High School,Medical,Self-Learning,< ₹10k,Occasionally,Video lectures,Unacademy,Random,>60 mins,Peer pressure,Hard to understand,Tablet,5,Yes,"Gamification, Peer comparison, Personalized schedules",230.09,AI tutor,"Regional, Mix of English + Regional",No,"Better grades, Peer usage",Mentor reviews,Often,Wasting time,4
22,Other,Medical,Self-Learning,₹30k–60k,Daily,"One-on-one mentoring, Flashcards",Coursera,Afternoon,15–30 mins,Career goals,Procrastination,Desktop,5,No,"Adaptive quizzes, Gamification",85.89,Interactive modules,Regional,Yes,"App reviews, Trial success, Better structure",Achievement badges,Often,Wasting time,4
23,Postgraduate,Business,Online University,₹10k–30k,Often,"Text-based guides, One-on-one mentoring","BYJU'S, Udemy",Late night,15–30 mins,Academic success,Time management,Laptop,1,Yes,Adaptive quizzes,566.98,Text + Video,"English, Hindi",No,"Peer usage, App reviews, Certifications",Progress bars,Often,Not finishing,5
21,Undergraduate,Arts,Other,₹30k–60k,Daily,"Text-based guides, Group discussions, Video lectures",Khan Academy,Evening,15–30 mins,Parental push,"Poor content quality, Hard to understand",Laptop,4,Yes,"Gamification, Mentor guidance, Personalized schedules",0.0,Mixed,Regional,Yes,"Trial success, Certifications, Peer usage",Achievement badges,Occasionally,Wasting time,4
23,Other,Medical,Coaching Institute,< ₹10k,Often,"Group discussions, Interactive quizzes, Text-based guides","Unacademy, BYJU'S, Udemy",Late night,45–60 mins,Certification,Hard to understand,Desktop,4,Yes,"Personalized schedules, Mentor guidance, Adaptive quizzes",311.62,AI tutor,"Hindi, English",No,"Better structure, Better grades",Progress bars,Often,Not finishing,2
24,Other,Other,Self-Learning,₹30k–60k,Often,"Group discussions, Interactive quizzes",Khan Academy,Late night,<15 mins,Career goals,Poor content quality,Laptop,4,Yes,"Weekly reports, Adaptive quizzes, Mentor guidance",252.61,AI tutor,"English, Regional, Mix of English + Regional",No,"Peer usage, Better grades, Better structure",Mentor reviews,Often,Too boring,3
20,Postgraduate,Other,Self-Learning,₹10k–30k,Often,"Group discussions, One-on-one mentoring, Interactive quizzes","Coursera, None, Unacademy",Random,<15 mins,Peer pressure,Poor content quality,Mobile,5,Yes,"Weekly reports, Adaptive quizzes, Gamification",690.63,Interactive modules,"English, Hindi, Regional",Yes,"App reviews, Certifications, Better grades",Achievement badges,Often,Wasting time,5
19,Other,Law,Other,₹30k–60k,Often,"Flashcards, Interactive quizzes, One-on-one mentoring",Unacademy,Random,45–60 mins,Certification,Time management,Laptop,2,Yes,"Gamification, Mentor guidance",429.31,Video only,"Hindi, Mix of English + Regional",No,"Better grades, App reviews, Peer usage",Score tracking,Often,Wasting time,3
18,Professional Course,Engineering,Self-Learning,< ₹10k,Occasionally,"Interactive quizzes, Flashcards, Text-based guides","BYJU'S, None",Afternoon,45–60 mins,Curiosity,Hard to stay focused,Tablet,5,Yes,Gamification,395.27,Video only,Regional,No,"Better grades, Better structure",Achievement badges,Rarely,Too boring,5
21,Postgraduate,Engineering,Other,₹30k–60k,Often,Video lectures,"YouTube, BYJU'S",Afternoon,30–45 mins,Peer pressure,"Time management, Poor content quality",Desktop,4,No,"Peer comparison, Weekly reports",276.65,Video only,Hindi,No,"Peer usage, Certifications",Score tracking,Occasionally,Wasting time,4
18,High School,Science,Coaching Institute,> ₹100k,Often,"Interactive quizzes, Flashcards",Coursera,Morning,>60 mins,Career goals,"Lack of support, Hard to understand",Mobile,3,Yes,Adaptive quizzes,441.62,Video only,"Regional, English, Mix of English + Regional",Yes,"Certifications, Peer usage",Achievement badges,Often,Wasting time,5
19,Postgraduate,Engineering,Online University,₹30k–60k,Rarely,"One-on-one mentoring, Flashcards, Interactive quizzes","Coursera, None, YouTube",Afternoon,<15 mins,Academic success,Hard to stay focused,Mobile,2,Yes,"Weekly reports, Gamification, Mentor guidance",140.51,Text + Video,Mix of English + Regional,Yes,Peer usage,Achievement badges,Always,Not finishing,4
